event_date,actor1,assoc_actor_1,actor2,assoc_actor_2,fatalities,interaction,admin1,admin2,latitude,longitude,notes
2023-06-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9878,35.335,"On 20 June 2023, a group of Israeli settlers physically assaulted 2 Palestinian farmers in Ayn Samiya (Ramallah and Al Bireh, West Bank), injuring them."
2023-06-20,Rioters (Israel),Settlers (Israel),Rioters (Palestine),Civilians (Palestine),0.0,Rioters-Rioters,West Bank,Nablus,32.1845,35.2502,"On 20 June 2023, a group of Israeli settlers attacked Palestinian cars and houses [presumably by stone-throwing] on the outskirts of Burin village (Nablus, West Bank), where clashes erupted with Palestinians who went out to confront settlers."
2023-06-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.5651,35.1283,"On 20 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles at the junction of Bayt Inun village (Hebron, West Bank)."
2023-06-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9424,35.1077,"On 20 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles in Ayn Ayyoub near Ras Karkar village (Ramallah and Al Bireh, West Bank)."
2023-06-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9189,35.3979,"On 20 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles in Al Muarrajat area between Ramallah and west Jericho (Jericho, West Bank), causing material damage."
2023-06-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.1084,35.2378,"On 20 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles at the entrance of Yasuf village (Salfit, West Bank), causing material damage and injuring several persons."
2023-06-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1522,35.2567,"On 20 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles on main road between Qalqilyah and Huwwarah (Nablus, West Bank)."
2023-06-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Al Quds,31.8718,35.2777,"On 20 June 2023, Israeli settlers threw stones toward passing Palestinian vehicles near the roundabout of Mukhamas village (Al Quds, West Bank)."
2023-06-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Bethlehem,31.6856,35.1208,"On 21 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles between Jaba and Nahhalin villages (Bethlehem, West Bank), causing material damage to several cars."
2023-06-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Labor Group (Palestine); Rioters (Palestine),0.0,Rioters-Civilians,West Bank,Nablus,32.0701,35.2403,"On 21 June 2023, Israeli settlers set fire to several Palestinian-owned cars and vandalized commercial shops in Al Lubban ash Sharqiyah village (Nablus, West Bank), where riot clashes erupted between settlers and Palestinians."
2023-06-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.4067,35.1027,"On 21 June 2023, a group of Israeli settlers threw stones toward Palestinian houses and passing cars in Khirbat Susiyah village (Hebron, West Bank)."
2023-06-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.0563,35.3671,"On 21 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles at the entrance of Duma village (Nablus, West Bank), causing material damage to 2 cars."
2023-06-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9545,35.3002,"On 21 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles near the junction of Taybeh village (Ramallah and Al Bireh, West Bank)."
2023-06-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9267,35.241,"On 21 June 2023, Israeli settlers threw stones toward Palestinian houses, vehicles, and shops in Baytin village (Ramallah and Al Bireh, West Bank), causing material damage."
2023-06-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.491,35.1467,"On 21 June 2023, Israeli settlers physically assaulted a Palestinian near the entrance of Birin village (Hebron, West Bank) and stole his wallet and an amount of money."
2023-06-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1769,35.3354,"On 21 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles on the outskirts of Bayt Furik checkpoint (Nablus, West Bank)."
2023-06-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Bethlehem,31.6446,35.1667,"On 21 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles near Umm Salamunah village (Bethlehem, West Bank)."
2023-06-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1611,35.2839,"On 21 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles near the entrance of Awarta village (Nablus, West Bank), causing material damage."
2023-06-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9878,35.335,"On 21 June 2023, Israeli settlers threw stones toward passing Palestinian vehicles near Ayn Samiya (Ramallah and Al Bireh, West Bank)."
2023-06-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1667,35.2333,"On 21 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles near the roundabout of Yitzhar settlement (Nablus, West Bank), causing material damage and injuring a Palestinian."
2023-06-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Qalqilya,32.1652,34.9775,"On 21 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles near Hablah village (Qalqilya, West Bank), causing material damage."
2023-06-21,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,31.9189,35.3979,"Land seizure: On 21 June 2023, 20 Israeli settlers set up a new settlement outpost in Jabal Qaem of Al Muarrajat area, west of Jericho near Mukhamas (Jericho, West Bank). Settlers brought building equipment, a tractor, and a water tank to the site."
2023-06-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.1084,35.2378,"On 21 June 2023, a group of Israeli settlers from Kfar Tapuach threw stones at passing Palestinian vehicles at the entrance of Yasuf village (Salfit, West Bank). Also settlers smashed the windows of several cars and attempted to beat 2 Palestinians."
2023-06-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1522,35.2567,"On 21 June 2023, 20 Israeli settlers threw stones toward a passing Palestinian vehicle near Huwwarah checkpoint (Nablus, West Bank). A 4 year-old-child was injured and taken to a hospital."
2023-06-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Al Quds,31.8718,35.2777,"On 21 June 2023, Israeli settlers threw stones toward passing Palestinian vehicles near the roundabout of Mukhamas village (Al Quds, West Bank)."
2023-06-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.0671,35.0828,"On 21 June 2023, Israeli settlers attacked Palestinian houses [presumably by stone-throwing] on the outskirts of Kafr ad Dik village (Salfit, West Bank), destroying the windows."
2023-06-22,Settlers (Israel),Government of Israel (2022-); Military Forces of Israel (2022-),Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.0701,35.2403,"Land seizure: On 22 June 2023, 50 Israeli settlers, including an MK member and under the protection of Israeli soldiers, set up 6 mobile rooms near Al Lubban ash Sharqiyah village (Nablus, West Bank). Settlers also brought construction equipment to build a new settlement outpost."
2023-06-22,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Qalqilya,32.2129,35.1574,"On 22 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles near the roundabout of Kedumim settlement (Qalqilya, West Bank)."
2023-06-22,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.8996,35.2042,"On 22 June 2023, dozens of Israeli settlers beat 2 Palestinians south of Ramallah (Ramallah and Al Bireh, West Bank). They sustained bruises and were taken to a hospital."
2023-06-22,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,32.0089,35.1646,"Land seizure: On 22 June 2023, Israeli settlers set up tents on Palestinian-owned lands in Umm Safa village (Ramallah and Al Bireh, West Bank) to establish a new settlement outpost."
2023-06-22,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9267,35.241,"On 22 June 2023, Israeli settlers threw stones at passing Palestinians' vehicles at the entrance to Baytin (Ramallah and Al Bireh, West Bank). No injuries or material damage were reported."
2023-06-22,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9053,35.215,"On 22 June 2023, Israeli settlers threw stones at passing Palestinians' vehicles at the entrance to Al Bireh (Ramallah and Al Bireh, West Bank). No injuries or material damage were reported."
2023-06-22,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1611,35.2839,"On 22 June 2023, Israeli settlers beat a Palestinian near the entrance of Awarta village (Nablus, West Bank). He sustained fractures."
2023-06-22,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.1591,35.1064,"On 22 June 2023, Israeli settlers threw stones toward passing Palestinian vehicles in Wadi Qana, west of Dayr Istiya (Salfit, West Bank), causing material damage. Also a Palestinian sustained a fracture in the neck."
2023-06-22,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.1595,35.1274,"On 22 June 2023, Israeli settlers threw stones toward passing Palestinian vehicles at the junction of Immanuel settlement (Salfit, West Bank)."
2023-06-22,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Salfit,32.131,35.1396,"Land seizure: On 22 June 2023, Israeli settlers razed Palestinian-owned lands and set up mobile rooms and sheds in Harikat Yasin area north of Dayr Istiya village (Salfit, West Bank) to expand Immanuel settlement and establish a new settlement outpost."
2023-06-22,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9424,35.1077,"On 22 June 2023, Israeli settlers threw stones toward passing Palestinian vehicles in Ayn Ayyoub near Ras Karkar village (Ramallah and Al Bireh, West Bank)."
2023-06-22,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.1084,35.2378,"On 22 June 2023, Israeli settlers threw stones toward passing Palestinian vehicles near the entrance of Yasuf village (Salfit, West Bank), causing material damage to several cars."
2023-06-23,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.5294,35.0938,"On 23 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles in al-Fahas area, south of Hebron city (Hebron, West Bank), causing material damage to several cars."
2023-06-23,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Al Quds,31.7929,35.2317,"On 23 June 2023, a group of Israeli settlers attacked [presumably by stone-throwing] passing Palestinian vehicles in Al Quds - Shaykh Jarrah (Ramallah and Al Bireh, West Bank)."
2023-06-24,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Hebron,31.4459,35.0944,"Property destruction: On 24 June 2023, Israeli settlers herded their sheep inside Palestinian agricultural lands Ayn Al Bayda area east of Yuta (Hebron, West Bank), causing material damage to crops."
2023-06-24,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9053,35.215,"On 24 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles at the northern entrance of Al Bireh city / Bayt El settlement (Ramallah and Al Bireh, West Bank)."
2023-06-24,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1667,35.2333,"On 24 June 2023, Israeli settlers threw stones toward passing Palestinian vehicles near Yitzhar settlement (Nablus, West Bank)."
2023-06-24,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.264,35.1849,"On 24 June 2023, Israeli settlers threw stones toward passing Palestinian vehicles near Shavei Shomron settlement (Nablus, West Bank)."
2023-06-24,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,32.0192,35.3478,"On 24 June 2023, Israeli settlers beat a Palestinian near Al Mughayyir village (Ramallah and Al Bireh, West Bank). He sustained bruises and was taken to a hospital."
2023-06-24,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9424,35.1077,"On 24 June 2023, a group of Israeli settlers threw stones toward passing Palestinian vehicles at the junction of Ayn Ayyoub near Ras Karkar village (Ramallah and Al Bireh, West Bank), injuring a Palestinian and causing damage to his car."
2023-06-24,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Hebron,31.4127,35.1538,"Property destruction: On 24 June 2023, Israeli settlers from Havat Maon herded their sheep inside Palestinian agricultural lands (50 dunams) in At Tuwani of Mosafer Yuta (Hebron, West Bank), causing material damage to crops."
2023-06-25,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Tulkarm,32.2755,35.0814,"Looting: On 25 June 2023, Israeli settlers stole two donkeys belonging to Palestinians and wrote racist slogans on Palestinian-owned greenhouses in Shufah village (Tulkarm, West Bank)."
2023-06-25,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1575,35.3613,"On 25 June 2023, Israeli settlers attacked [presumably by stone-throwing] Palestinian houses in Khirbet Yanun village (Nablus, West Bank)."
2023-06-25,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.0963,35.0398,"On 25 June 2023, dozens of Israeli settlers physically assaulted a Palestinian and attempted to cut his finger near the entrance of Zawiya village (Salfit, West Bank)."
